id,code,name,keph_level,facility_type,owner,regulatory_body,beds,cots,county,constituency,sub_county,ward,operation_status,open_whole_day,open_public_holidays,open_weekends,open_late_night,approved,public_visible,closed
253,22299,Nabuala Medical Centre,Level 2,Basic primary health care facility,Private Practice - Clinical Officer,Ministry of Health,24,0,BUNGOMA,KANDUYI,kanduyi,MARAKARU/TUUTI,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
255,22290,OBAMA DISPENSARY,Level 2,Dispensaries and clinic-out patient only,Public Institution,Ministry of Health,4,0,MIGORI,AWENDO,awendo sub county,CENTRAL SAKWA,Operational,No,No,No,No,Yes,Yes,No
257,22285,Solonamu medical centre,Level 2,Basic primary health care facility,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,15,0,TRANS NZOIA,KIMININI,kiminini,NABISWA,Operational,Yes,No,No,No,Yes,Yes,No
258,22272,Galaxy Medical Centre-Ngatataek,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Nursing Council of Kenya (Private Practice),6,0,KAJIADO,KAJIADO CENTRAL,kajiado central,MATAPATO NORTH,Operational,No,No,No,No,Yes,Yes,No
259,22271,Whiterose Medical centre Gategi satellite,Level 3,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Institution,25,0,EMBU,MBEERE SOUTH,mbeere south,MWEA,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
261,22269,Kangungi Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,1,EMBU,MBEERE SOUTH,mbeere south,MBETI SOUTH,Operational,No,No,Yes,No,Yes,Yes,No
263,22267,Damasa Dispensary,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MANDERA,LAFEY,lafey,LAFEY,Operational,No,No,No,No,Yes,Yes,No
264,22265,Gari Dispensary,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MANDERA,LAFEY,lafey,WARANQARA,Operational,No,No,No,No,Yes,Yes,No
265,22264,Bambo Dispensary (Waranqara),Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MANDERA,LAFEY,lafey,WARANQARA,Operational,No,No,No,No,Yes,Yes,No
266,22262,Kabo Dispensary,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MANDERA,LAFEY,lafey,LAFEY,Operational,No,No,No,No,Yes,Yes,No
267,22261,Alungu Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MANDERA,LAFEY,lafey,LAFEY,Operational,No,No,No,No,Yes,Yes,No
272,22255,Lagsure Dispensary,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MANDERA,MANDERA WEST,mandera west,LAGSURE,Operational,No,No,No,No,Yes,Yes,No
274,22253,Qarsahama Dispensary,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MANDERA,MANDERA WEST,mandera west,DANDU,Operational,No,No,No,No,Yes,Yes,No
275,22252,El-Danada Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MANDERA,MANDERA WEST,mandera west,DANDU,Operational,No,No,No,No,Yes,Yes,No
276,22251,Alpha Hill Medical Centre,Level 4,Primary care hospitals,Private Practice - Clinical Officer,Ministry of Health,5,0,NANDI,CHESUMEI,chesumei,CHEMUNDU/KAPNG'ETUNYI,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
281,22222,MAISHA CLINIC,Level 2,Basic primary health care facility,Private Practice - Nurse / Midwifery,Kenya MPDB - Institution,0,0,HOMA BAY,KASIPUL,kasipul,SOUTH KASIPUL,Operational,No,No,No,No,Yes,Yes,No
283,22215,Kenya Red Cross Kalobeyei Health centre,Level 4,Primary care hospitals,Non-Governmental Organizations,Ministry of Health,10,2,TURKANA,TURKANA WEST,turkana west,KALOBEYEI,Operational,Yes,No,No,No,Yes,Yes,No
284,22207,Wasio  dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUNGOMA,MT. ELGON,Cheptais,CHEPTAIS,Operational,No,No,No,No,Yes,Yes,No
285,22206,Roses Healthcare Clinc,Level 2,Basic primary health care facility,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,NYANDARUA,NDARAGWA,ndaragwa,KIRITTA,Operational,No,No,Yes,No,Yes,Yes,No
288,22201,THE AVENUE MEDICAL AND DIAGNOSTIC CENTRE.,Level 2,Basic primary health care facility,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,0,0,NYERI,MUKURWEINI,mukurweini,MUKURWE-INI CENTRAL,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
289,22200,Prince Alvin Medical Centre,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,0,0,KIAMBU,JUJA,juja,MURERA,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
294,22192,Bongu Konyango Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISUMU,SEME,seme,NORTH SEME,Operational,No,No,No,No,Yes,Yes,No
295,22191,Vuyika Dispensary,Level 3,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,3,0,KAKAMEGA,LUGARI,lugari,CHEVAYWA,Operational,No,No,No,No,Yes,Yes,No
299,22183,Emmanuel community health clinic (Rware),Level 2,Basic primary health care facility,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,NYERI,NYERI TOWN,nyeri central,RWARE,Operational,No,No,No,No,Yes,Yes,No
300,22182,Faith medical Laboratory,Level 2,Laboratory,Private Practice - General Practitioner,"Kenya Medical Laboratory, Tech & Technologists Board",0,0,NYERI,NYERI TOWN,nyeri central,RWARE,Operational,No,No,No,No,Yes,Yes,No
301,22181,Hope community Nursing services,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,NYERI,NYERI TOWN,nyeri central,GATITU/MURUGURU,Operational,No,No,No,No,Yes,Yes,No
302,22178,Mary Immaculate (Kingongo),Level 2,Dispensaries and clinic-out patient only,Other Faith Based,Kenya MPDB - Private Practice,0,0,NYERI,NYERI TOWN,nyeri central,RWARE,Operational,No,No,No,No,Yes,Yes,No
303,22176,The Agha Khan Medical Centre-Rigeways(Kiambu Rd.),Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NAIROBI,RUARAKA,ruaraka,UTALII,Operational,No,Yes,Yes,No,Yes,Yes,No
304,22175,Springs Health Services,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,NAIROBI,RUARAKA,ruaraka,BABANDOGO,Operational,No,No,Yes,No,Yes,Yes,No
305,22174,Mary Immaculate (Ruringu),Level 2,Dispensaries and clinic-out patient only,Other Faith Based,Kenya MPDB - Private Practice,0,0,NYERI,NYERI TOWN,nyeri central,RURING'U,Operational,No,No,No,No,Yes,Yes,No
306,22173,TUMAINI DISC-SIAYA,Level 3,Basic primary health care facility,Non-Governmental Organizations,Kenya MPDB - Institution,0,0,SIAYA,ALEGO USONGA,alego usonga,SIAYA TOWNSHIP,Operational,No,No,Yes,No,Yes,Yes,No
307,22172,Providence Medical Centre - Mathare North,Level 3,Basic primary health care facility,Private Practice - General Practitioner,Kenya MPDB - Private Practice,2,0,NAIROBI,RUARAKA,ruaraka,MATHARE NORTH,Operational,No,Yes,Yes,Yes,Yes,Yes,No
308,22171,Imani 44 Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,NAIROBI,ROYSAMBU,roysambu,GITHURAI,Operational,No,Yes,Yes,Yes,Yes,Yes,No
309,22170,Mercylight  Hospital-Lucky Summer,Level 3,Primary care hospitals,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),7,1,NAIROBI,RUARAKA,ruaraka,LUCKY SUMMER,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
310,22169,Nelly Medical Centre,Level 2,Basic primary health care facility,Private Practice - Nurse / Midwifery,Kenya MPDB - Private Practice,2,0,NAIROBI,RUARAKA,ruaraka,LUCKY SUMMER,Operational,No,Yes,Yes,No,Yes,Yes,No
313,22166,ST. JULIANS MEDICAL CLINIC,Level 2,Basic primary health care facility,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,MAKUENI,KILOME,kilome,KASIKEU,Operational,No,No,Yes,No,Yes,Yes,No
316,22162,GALAXY,Level 4,Primary care hospitals,Private Practice - General Practitioner,Kenya MPDB - Private Practice,24,5,ISIOLO,ISIOLO NORTH,isiolo,WABERA,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
317,22161,KIRIA-INI HEALTH CARE,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,MURANG'A,KIHARU,kiharu,TOWNSHIP,Operational,No,Yes,Yes,No,Yes,Yes,No
322,22152,Kitololoni Catholic Dispensary,Level 2,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Private Practice,0,0,EMBU,MBEERE SOUTH,mbeere south,MAKIMA,Operational,No,No,No,No,Yes,Yes,No
323,22151,ST.Bakhita Mission,Level 3,Basic primary health care facility,Other Faith Based,Clinical Officers Council,30,1,BUNGOMA,WEBUYE EAST,webuye east,NDIVISI,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
326,22148,Dr. Racheal Muthoni Rukaria,Level 2,Basic primary health care facility,Private Practice - Medical Specialist,Kenya MPDB - Private Practice,0,0,NAIROBI,WESTLANDS,westlands,PARKLANDS/HIGHRIDGE,Operational,No,No,No,No,Yes,Yes,No
327,22147,FURAHA MEDICAL CARE,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,KIRINYAGA,MWEA,kirinyaga south,TEBERE,Operational,No,Yes,Yes,No,Yes,Yes,No
328,22146,Columbia Africa Health Care Ltd,Level 2,Comprehensive primary health care facility,Company Medical Service,Kenya MPDB - Institution,0,0,NAIROBI,WESTLANDS,westlands,PARKLANDS/HIGHRIDGE,Operational,No,Yes,Yes,No,Yes,Yes,No
330,22142,Mailo Inya Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,NYANDARUA,NDARAGWA,ndaragwa,KIRITTA,Operational,No,No,No,No,Yes,Yes,No
332,22138,Ndumberi Clinical Services,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,0,0,KIAMBU,KIAMBU,kiambu town,NDUMBERI,Operational,No,Yes,Yes,No,Yes,Yes,No
333,22137,Dr Paul S Njuguna (Healthwise Medical centre Ltd),Level 2,Dispensaries and clinic-out patient only,Private Practice - Medical Specialist,Kenya MPDB - Private Practice,0,0,NYERI,NYERI TOWN,nyeri central,RWARE,Operational,No,No,No,No,Yes,Yes,No
335,22135,Sugubo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,KISII,BOBASI,bobasi,NYACHEKI,Operational,No,No,No,No,Yes,Yes,No
336,22134,Hillsway Medical Centre,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,0,0,KAJIADO,KAJIADO NORTH,kajiado north,NGONG,Operational,No,No,No,No,Yes,Yes,No
337,22128,St. Peters Medical Centre Bulwani,Level 2,Basic primary health care facility,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,0,0,BUSIA,BUTULA,butula,ELUGULU,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
339,22125,Mulenyu dispensary,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,2,0,MAKUENI,MAKUENI,makueni,NZAUI/KILILI/KALAMBA,Operational,No,No,No,No,Yes,Yes,No
341,22123,Pala Dispensary,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,2,0,HOMA BAY,KARACHUONYO,karachuonyo,WEST KARACHUONYO,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
342,22122,Kyeeko Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,MAKUENI,MAKUENI,makueni,NZAUI/KILILI/KALAMBA,Operational,No,No,No,No,Yes,Yes,No
343,22121,Nyaroha Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MIGORI,KURIA EAST,kuria east sub county,NYABASI WEST,Operational,No,No,No,No,Yes,Yes,No
345,22115,Sikia dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Nursing Council of Kenya (Private Practice),0,0,MACHAKOS,MAVOKO,athi river,KINANIE,Operational,No,No,No,No,Yes,Yes,No
346,22113,Maeta Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MIGORI,KURIA EAST,kuria east sub county,NYABASI WEST,Operational,No,No,No,No,Yes,Yes,No
347,22112,Getrudes Mathare Outreach Clinic,Level 2,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Private Practice,0,0,NAIROBI,MATHARE,mathare,MLANGO KUBWA,Operational,No,No,No,No,Yes,Yes,No
349,22109,Transcom Health Network Medical Centre,Level 2,Basic primary health care facility,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,MACHAKOS,MATUNGULU,matungulu,TALA,Operational,No,Yes,Yes,No,Yes,Yes,No
350,22108,st lukes medical and diabetes cenre,Level 2,Basic primary health care facility,Private Practice - Medical Specialist,Kenya MPDB - Private Practice,0,0,KIAMBU,THIKA TOWN,thika town,TOWNSHIP,Operational,No,No,No,No,Yes,Yes,No
351,22107,Kiambu Plains Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,0,0,KIAMBU,KIAMBU,kiambu town,TOWNSHIP,Operational,No,Yes,Yes,No,Yes,Yes,No
352,22106,Precious care medical centre,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Kenya MPDB - Private Practice,4,1,KIAMBU,JUJA,juja,MURERA,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
355,22096,Chimoi Medical Centre,Level 3,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,2,0,KAKAMEGA,LUGARI,lugari,LWANDETI,Operational,No,No,No,No,Yes,Yes,No
357,22094,MAAYGO Dice,Level 2,VCT,Non-Governmental Organizations,Other,0,0,KISUMU,KISUMU CENTRAL,kisumu central,SHAURI MOYO KALOLENI,Operational,No,No,No,No,Yes,Yes,No
358,22090,mara  medical clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,NAROK,NAROK NORTH,narok north,NAROK TOWN,Operational,No,No,No,No,Yes,Yes,No
360,22086,Ziwa la ngo'mbe Health centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MOMBASA,NYALI,nyali,ZIWA LA NG'OMBE,Operational,No,No,No,No,Yes,Yes,No
364,22082,Marie Stopes Kenya,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,KAJIADO,KAJIADO NORTH,kajiado north,NKAIMURUNYA,Operational,No,No,No,No,Yes,Yes,No
365,22081,OBER OGUNGA DISPENSARY,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,4,4,SIAYA,ALEGO USONGA,alego usonga,NORTH ALEGO,Operational,No,No,No,No,Yes,Yes,No
366,22080,Machakos Doctors' Plaza,Level 4,Secondary care hospitals,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,MACHAKOS,MACHAKOS TOWN,machakos,MACHAKOS CENTRAL,Operational,No,No,No,No,Yes,Yes,No
367,22079,Universal Family Health Services( Machakos),Level 4,Secondary care hospitals,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,MACHAKOS,MACHAKOS TOWN,machakos,MACHAKOS CENTRAL,Operational,No,Yes,Yes,No,Yes,Yes,No
372,22073,Samawati medical Centre,Level 2,Basic primary health care facility,Private Practice - General Practitioner,Kenya MPDB - Private Practice,5,2,NAIROBI,DAGORETTI SOUTH,dagoretti south,MUTU-INI,Operational,No,No,Yes,No,Yes,Yes,No
373,22072,Kisharu Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KAJIADO,KAJIADO WEST,kajiado west,EWUASO OO NKIDONG'I,Operational,No,No,No,No,Yes,Yes,No
376,22069,Chelambut Dispensary,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,NANDI,TINDERET,tinderet,TINDERET,Operational,No,No,No,No,Yes,Yes,No
377,22066,SANIAK DISPENSARY,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NANDI,CHESUMEI,chesumei,KAPTEL/KAMOIYWO,Operational,No,No,No,No,Yes,Yes,No
378,22065,Galilee medical center milimani kitale limited,Level 4,Primary care hospitals,Private Practice - Medical Specialist,Kenya MPDB - Institution,54,10,TRANS NZOIA,KIMININI,kiminini,HOSPITAL,Operational,Yes,No,No,No,Yes,Yes,No
380,22062,Tana River County Beyond Zero Clinic,Level 2,Basic primary health care facility,Ministry of Health,Kenya MPDB - Institution,0,0,TANA RIVER,GALOLE,GALOLE,CHEWANI,Operational,No,No,No,No,Yes,Yes,No
386,22055,NARAMAT MEDICAL AND DENTAL CLINIC,Level 3,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Ministry of Health,0,0,NAROK,NAROK NORTH,narok north,NAROK TOWN,Operational,No,No,No,No,Yes,Yes,No
391,22049,Deviruco Medical Centre,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,0,0,BUSIA,MATAYOS,matayos,BURUMBA,Operational,No,No,No,No,Yes,Yes,No
392,22048,Nairutia Medical Clinic,Level 2,Basic primary health care facility,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,NYERI,KIENI,kieni west,MUGUNDA,Operational,No,No,Yes,No,Yes,Yes,No
393,22047,Smile Medical Clinic,Level 2,Basic primary health care facility,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,NYERI,KIENI,kieni west,MUGUNDA,Operational,No,No,Yes,No,Yes,Yes,No
401,22030,Nairobi County Beyond Zero Clinic,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,NAIROBI,STAREHE,starehe,NAIROBI CENTRAL,Operational,No,No,No,No,Yes,Yes,No
402,22027,Domiciliary Health Care Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),1,0,BUNGOMA,KIMILILI,kimilili,KIBINGEI,Operational,No,No,No,No,Yes,Yes,No
406,22023,Chebu healthcare services ltd,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,KIAMBU,JUJA,juja,JUJA,Operational,No,Yes,Yes,Yes,Yes,Yes,No
408,22021,Norman Munyiri Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,KIAMBU,KIKUYU,kikuyu,KIKUYU,Operational,No,No,No,Yes,Yes,Yes,No
409,22020,Exodan Medical clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,KIAMBU,KIKUYU,kikuyu,KARAI,Operational,No,No,Yes,No,Yes,Yes,No
411,22018,Kenya Airways Pride Clinic,Level 3,Dispensaries and clinic-out patient only,Public Institution,Kenya MPDB - Institution,4,0,NAIROBI,EMBAKASI EAST,embakasi east,EMBAKASI,Operational,No,No,No,No,Yes,Yes,No
412,22017,Kamuchege Dispensary (Mirangine),Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,2,0,NYANDARUA,OL KALOU,olkalou,MIRANGINE,Operational,No,No,Yes,No,Yes,Yes,No
415,22011,MOFA-AFYA,Level 2,Basic primary health care facility,Private Practice - Clinical Officer,Clinical Officers Council,0,0,NAIROBI,EMBAKASI CENTRAL,embakasi central,KAYOLE NORTH,Operational,Yes,No,No,No,Yes,Yes,No
417,22005,Kimkan Hospital,Level 4,Primary care hospitals,Private Practice - Medical Specialist,Kenya MPDB - Private Practice,40,15,MURANG'A,KIHARU,kiharu,TOWNSHIP,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
418,22003,Chebukutumi Dispensary,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,BUNGOMA,SIRISIA,sirisia,MALAKISI/SOUTH KULISIRU,Operational,No,No,Yes,No,Yes,Yes,No
421,21998,Jope Medical Clinic,Level 2,Basic primary health care facility,Private Practice - Clinical Officer,Kenya MPDB - Institution,0,0,MOMBASA,KISAUNI,kisauni,SHANZU,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
422,21996,Lifesprings Health Care,Level 2,Comprehensive primary health care facility,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,MACHAKOS,MATUNGULU,matungulu,MATUNGULU WEST,Operational,No,Yes,Yes,No,Yes,Yes,No
423,21995,Mumui Dispensary (Githioro),Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,NYANDARUA,KIPIPIRI,kipipiri,GITHIORO,Operational,No,No,No,No,Yes,Yes,No
425,21991,Kwale Medicare Center,Level 2,Basic primary health care facility,Private Practice - Clinical Officer,Clinical Officers Council,2,0,KWALE,MATUGA,matuga,TSIMBA GOLINI,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
427,21988,Haradhaal Medical Centre,Level 2,Basic primary health care facility,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,MACHAKOS,MAVOKO,athi river,SYOKIMAU/MULOLONGO,Operational,No,No,Yes,No,Yes,Yes,No
